HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.comment,Answer.confcode,Approve,Reject
37SOB9Z0SSXE6KHZ97HGCQPMNC13LS,3BKHVQNNEXWEN8Z5WZNPWBV72OHYWT,Quick study on decision making,Short psychology study asking what you would do in a hypothetical scenario,"psychology, decision making, consumer behavior",$1.00,Tue Jun 30 07:18:22 PDT 2020,9,BatchId:4098865;OriginalHitTemplateId:928390828;,3600,86400,Mon Jul 20 07:18:22 PDT 2020,,,3X4MXAO0BGOON0CUEEUGSJ54UHJWR2,A1A6RKKMU7SEL3,Submitted,Tue Jun 30 07:46:45 PDT 2020,Tue Jun 30 08:19:15 PDT 2020,Wed Jul 01 08:19:15 PDT 2020,,,,1950,0% (0/0),0% (0/0),0% (0/0),Good,77358016,,
37SOB9Z0SSXE6KHZ97HGCQPMNC13LS,3BKHVQNNEXWEN8Z5WZNPWBV72OHYWT,Quick study on decision making,Short psychology study asking what you would do in a hypothetical scenario,"psychology, decision making, consumer behavior",$1.00,Tue Jun 30 07:18:22 PDT 2020,9,BatchId:4098865;OriginalHitTemplateId:928390828;,3600,86400,Mon Jul 20 07:18:22 PDT 2020,,,3XCC1ODXDLBJ33G825VA0UNI6G2RQT,A3EXEK028GISUY,Submitted,Tue Jun 30 07:18:27 PDT 2020,Tue Jun 30 07:25:37 PDT 2020,Wed Jul 01 07:25:37 PDT 2020,,,,430,0% (0/0),0% (0/0),0% (0/0),{},99642390,,
3QQUBC64ZEEGAIRY594JWYIFZ22XNO,3BKHVQNNEXWEN8Z5WZNPWBV72OHYWT,Quick study on decision making,Short psychology study asking what you would do in a hypothetical scenario,"psychology, decision making, consumer behavior",$1.00,Tue Jun 30 07:23:07 PDT 2020,9,BatchId:4098873;OriginalHitTemplateId:928390828;,3600,86400,Mon Jul 20 07:23:07 PDT 2020,,,351SEKWQS0HYHEZBSBT9EWM9HFUDM4,A31TEW0ZK60FU7,Submitted,Tue Jun 30 08:24:26 PDT 2020,Tue Jun 30 08:37:39 PDT 2020,Wed Jul 01 08:37:39 PDT 2020,,,,793,0% (0/0),0% (0/0),0% (0/0),Nice,80420054,,
3QQUBC64ZEEGAIRY594JWYIFZ22XNO,3BKHVQNNEXWEN8Z5WZNPWBV72OHYWT,Quick study on decision making,Short psychology study asking what you would do in a hypothetical scenario,"psychology, decision making, consumer behavior",$1.00,Tue Jun 30 07:23:07 PDT 2020,9,BatchId:4098873;OriginalHitTemplateId:928390828;,3600,86400,Mon Jul 20 07:23:07 PDT 2020,,,3570Y55XZPJ1NFYGD4ISECCD3HCYGD,A14RW1LRWTI1AZ,Submitted,Tue Jun 30 07:45:54 PDT 2020,Tue Jun 30 08:12:13 PDT 2020,Wed Jul 01 08:12:13 PDT 2020,,,,1579,0% (0/0),0% (0/0),0% (0/0),WELL,3168158,,
3QQUBC64ZEEGAIRY594JWYIFZ22XNO,3BKHVQNNEXWEN8Z5WZNPWBV72OHYWT,Quick study on decision making,Short psychology study asking what you would do in a hypothetical scenario,"psychology, decision making, consumer behavior",$1.00,Tue Jun 30 07:23:07 PDT 2020,9,BatchId:4098873;OriginalHitTemplateId:928390828;,3600,86400,Mon Jul 20 07:23:07 PDT 2020,,,3634BBTX0OU9JFNGY2Q7A3IDCJ8FIJ,AZHW79PH959WU,Submitted,Tue Jun 30 10:36:21 PDT 2020,Tue Jun 30 10:51:29 PDT 2020,Wed Jul 01 10:51:29 PDT 2020,,,,908,0% (0/0),0% (0/0),0% (0/0),{},86982518,,
3QQUBC64ZEEGAIRY594JWYIFZ22XNO,3BKHVQNNEXWEN8Z5WZNPWBV72OHYWT,Quick study on decision making,Short psychology study asking what you would do in a hypothetical scenario,"psychology, decision making, consumer behavior",$1.00,Tue Jun 30 07:23:07 PDT 2020,9,BatchId:4098873;OriginalHitTemplateId:928390828;,3600,86400,Mon Jul 20 07:23:07 PDT 2020,,,3FQ5JJ512LOCD2QLWTUWVO6Z6DMNKA,A1R660TU68WI3T,Submitted,Tue Jun 30 07:23:16 PDT 2020,Tue Jun 30 07:34:15 PDT 2020,Wed Jul 01 07:34:15 PDT 2020,,,,659,0% (0/0),0% (0/0),0% (0/0),GOOD,88632224,,
3QQUBC64ZEEGAIRY594JWYIFZ22XNO,3BKHVQNNEXWEN8Z5WZNPWBV72OHYWT,Quick study on decision making,Short psychology study asking what you would do in a hypothetical scenario,"psychology, decision making, consumer behavior",$1.00,Tue Jun 30 07:23:07 PDT 2020,9,BatchId:4098873;OriginalHitTemplateId:928390828;,3600,86400,Mon Jul 20 07:23:07 PDT 2020,,,3I0BTBYZAXL4CBNVZ2TPTKPXW0YY0L,AV30KMIUKDG,Submitted,Tue Jun 30 08:24:25 PDT 2020,Tue Jun 30 08:54:00 PDT 2020,Wed Jul 01 08:54:00 PDT 2020,,,,1775,0% (0/0),0% (0/0),0% (0/0),{},81542918,,
3QQUBC64ZEEGAIRY594JWYIFZ22XNO,3BKHVQNNEXWEN8Z5WZNPWBV72OHYWT,Quick study on decision making,Short psychology study asking what you would do in a hypothetical scenario,"psychology, decision making, consumer behavior",$1.00,Tue Jun 30 07:23:07 PDT 2020,9,BatchId:4098873;OriginalHitTemplateId:928390828;,3600,86400,Mon Jul 20 07:23:07 PDT 2020,,,3LS2AMNW5FQG6QOSADE66ZIDVTJQOK,A2BWBA14P7IIXS,Submitted,Tue Jun 30 09:23:54 PDT 2020,Tue Jun 30 09:42:16 PDT 2020,Wed Jul 01 09:42:16 PDT 2020,,,,1102,0% (0/0),0% (0/0),0% (0/0),good survey,12807095,,
3QQUBC64ZEEGAIRY594JWYIFZ22XNO,3BKHVQNNEXWEN8Z5WZNPWBV72OHYWT,Quick study on decision making,Short psychology study asking what you would do in a hypothetical scenario,"psychology, decision making, consumer behavior",$1.00,Tue Jun 30 07:23:07 PDT 2020,9,BatchId:4098873;OriginalHitTemplateId:928390828;,3600,86400,Mon Jul 20 07:23:07 PDT 2020,,,3P59JYT76LKFRZRF4JA44RQXEVMT2V,A1QT7BQZVOBSY0,Submitted,Tue Jun 30 07:23:16 PDT 2020,Tue Jun 30 07:46:35 PDT 2020,Wed Jul 01 07:46:35 PDT 2020,,,,1399,0% (0/0),0% (0/0),0% (0/0),{},4462114,,
3QQUBC64ZEEGAIRY594JWYIFZ22XNO,3BKHVQNNEXWEN8Z5WZNPWBV72OHYWT,Quick study on decision making,Short psychology study asking what you would do in a hypothetical scenario,"psychology, decision making, consumer behavior",$1.00,Tue Jun 30 07:23:07 PDT 2020,9,BatchId:4098873;OriginalHitTemplateId:928390828;,3600,86400,Mon Jul 20 07:23:07 PDT 2020,,,3R0T90IZ1SCOKCXBHC03HLKU0TAGC3,A2E0LU8V4EUX5C,Submitted,Tue Jun 30 08:44:52 PDT 2020,Tue Jun 30 09:08:43 PDT 2020,Wed Jul 01 09:08:43 PDT 2020,,,,1431,0% (0/0),0% (0/0),0% (0/0),No technical issues,10469186,,
3QQUBC64ZEEGAIRY594JWYIFZ22XNO,3BKHVQNNEXWEN8Z5WZNPWBV72OHYWT,Quick study on decision making,Short psychology study asking what you would do in a hypothetical scenario,"psychology, decision making, consumer behavior",$1.00,Tue Jun 30 07:23:07 PDT 2020,9,BatchId:4098873;OriginalHitTemplateId:928390828;,3600,86400,Mon Jul 20 07:23:07 PDT 2020,,,3XCC1ODXDLBJ33G825VA0UNI6G3QRT,A3HDZZJ0867FP9,Submitted,Tue Jun 30 07:33:12 PDT 2020,Tue Jun 30 07:49:30 PDT 2020,Wed Jul 01 07:49:30 PDT 2020,,,,978,0% (0/0),0% (0/0),0% (0/0),{},55224924,,
